p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
1.3483060623395516e-9	0.330234182965062	0.556	0.363	4.9349350187689926e-5	5_6	NR4A2
2.0797388044475377e-9	0.28001889413295145	0.552	0.349	7.612051998158433e-5	5_6	SLC2A3
6.258748933301355e-8	0.4938095232216688	0.78	0.637	0.002290764697077629	5_6	JUN
1.726570797676863e-7	0.3792581269608415	0.718	0.577	0.006319421776577086	5_6	CD69
3.098142230675114e-7	0.5273336372459174	0.71	0.596	0.011339510378493985	5_6	FOS
4.431895314698154e-6	0.4590902800961574	0.685	0.573	0.16221180041326713	5_6	JUNB
4.44062508306973e-6	0.3705436412857055	0.593	0.452	0.1625313186654352	5_6	DUSP1
5.6732677051035045e-6	0.2822561927151048	0.635	0.5	0.20764727127449337	5_6	TRA2B
5.873413308285677e-5	0.28469730968329454	0.656	0.553	1	5_6	CCNL1
8.957163003324529e-5	0.2553481576905705	0.568	0.447	1	5_6	BTG2
9.096390514880904e-5	0.29013275018794116	0.68	0.571	1	5_6	DDX3X
1.0534802306778943e-4	0.2706652135881038	0.664	0.539	1	5_6	FOSB
1.0839344540371424e-4	0.2903375928439538	0.531	0.433	1	5_6	RSRP1
9.215154382967479e-4	0.3091831151244204	0.394	0.297	1	5_6	DYNLL1
0.001260679058883117	0.2877029651004479	0.668	0.598	1	5_6	IER2
0.0015797759230203917	0.25670866268489156	0.523	0.415	1	5_6	DNAJB1
0.0024057928806851788	0.2525726699388263	0.448	0.357	1	5_6	TSPYL2
0.003939273218200477	0.34508791516397586	0.568	0.478	1	5_6	GADD45B
0.008732822915097211	0.2531286008987208	0.515	0.432	1	5_6	TXNIP
5.538905273901534e-29	0.47241257053461544	0.391	0.138	2.0272947193007004e-24	5_4	KLRD1
4.858348224154951e-22	0.5444900220391615	0.562	0.283	1.7782040335229537e-17	5_4	GNLY
4.228964576212112e-21	0.459860423963362	0.502	0.25	1.5478433245393953e-16	5_4	ZEB2
8.656540572987987e-18	0.29648180568657223	0.288	0.111	3.1683804151193333e-13	5_4	GNPTAB
4.453858074054562e-13	0.31086113033875407	0.52	0.733	1.6301565936847103e-8	5_4	FTL
8.337849459489973e-10	0.37412293018023135	0.886	0.785	3.051736280667925e-5	5_4	NEAT1
6.763820694082168e-8	0.25939412832938796	0.306	0.179	0.0024756260122410145	5_4	SYNE1
6.746330685768038e-5	0.37826279055768075	0.434	0.313	1	5_4	NKG7
3.8247142957529575e-4	0.3239960117709152	0.438	0.34	1	5_4	CCL4
8.526035267523792e-4	0.2789849998512468	0.381	0.296	1	5_4	CCL3
0.0023941691035829025	0.5066557261307607	0.523	0.445	1	5_4	CXCL8
0.006697188379902031	0.2574565691754933	0.431	0.365	1	5_4	AC020916.1
2.956526651492961e-66	1.3548454986435015	0.859	0.452	1.0821183197129386e-61	5_3	RGCC
7.203307876286871e-61	1.0751367992928549	0.946	0.647	2.6364827157997575e-56	5_3	TNFAIP3
8.245352431601486e-57	1.1457640956316477	0.768	0.347	3.01788144349046e-52	5_3	LMNA
8.136515895919738e-56	1.134998776150315	0.919	0.603	2.978046183065583e-51	5_3	KLF6
1.5781834539515555e-53	1.2858761990432677	0.916	0.596	5.776309259808089e-49	5_3	ANXA1
1.0968195125643022e-51	0.8615091601060976	0.99	0.871	4.0144690979366025e-47	5_3	BTG1
1.2015000978707322e-50	0.8700966193859618	0.993	0.863	4.397610508216667e-46	5_3	EIF1
5.082699588236024e-50	1.0206596480852559	0.883	0.55	1.8603188762902672e-45	5_3	CRIP1
5.990534874358748e-50	1.1342201733410189	0.842	0.475	2.1925956693640455e-45	5_3	EZR
1.362834701108517e-49	0.8411726391104328	0.977	0.763	4.988111289527283e-45	5_3	JUND
8.112947522390012e-47	0.8576391589808032	0.973	0.67	2.969419922669968e-42	5_3	SRGN
2.1387352181458246e-46	0.8545558723857294	0.963	0.679	7.827984771935532e-42	5_3	CALM1
2.6477260396908773e-46	0.8611321421645723	0.872	0.55	9.69094207787258e-42	5_3	YPEL5
1.5728168277220312e-45	0.8925050092413052	0.869	0.504	5.756666871145406e-41	5_3	FAM107B
1.7205842041882835e-45	0.9350822163058405	0.852	0.496	6.297510245749536e-41	5_3	S100A10
3.02305309676492e-45	0.9676169064037486	0.721	0.344	1.1064676639469285e-40	5_3	GPR183
4.73877808306491e-44	0.9063081874580838	0.997	0.801	1.7344401661825874e-39	5_3	RPS29
4.929315866456623e-44	0.7570893117072865	0.963	0.619	1.8041789002817885e-39	5_3	RPL36AL
8.613244534642305e-44	0.8604025162112867	0.993	0.732	3.1525336321244304e-39	5_3	RPS25
9.460455561183817e-44	0.8642581803353497	0.973	0.7	3.462621339948889e-39	5_3	RPL27A
4.26952418496993e-43	0.8566626329143159	0.886	0.537	1.562688546940844e-38	5_3	TSC22D3
5.175260998497605e-43	0.850628685920702	0.983	0.749	1.8941972780601085e-38	5_3	RPS16
2.3497459386217487e-42	0.8773046419196247	0.997	0.874	8.600305109949462e-38	5_3	TPT1
3.282278644145834e-42	0.759311236081571	0.987	0.878	1.2013468065438166e-37	5_3	H3F3B
9.500064525037359e-42	0.8426211164726674	0.997	0.906	3.4771186168089235e-37	5_3	RPS27
1.328960779936201e-41	0.8002797047434034	0.997	0.866	4.86412935064449e-37	5_3	TMSB4X
2.4736341691986756e-41	0.7751492253658623	0.997	0.835	9.053748422684072e-37	5_3	PTMA
3.810606060481297e-41	0.7990021085487178	0.977	0.702	1.3947199241967596e-36	5_3	RPL24
1.176369828876873e-40	0.7963586666315781	0.993	0.735	4.305631210672243e-36	5_3	RPL36
2.1010487252140276e-40	0.8202238196114253	0.997	0.866	7.690048439155863e-36	5_3	RPL41
2.298750938055743e-40	0.8009627454171586	0.933	0.631	8.413658308377824e-36	5_3	RPL23
2.37363917040324e-40	0.7539982083021832	0.97	0.687	8.6877567275929e-36	5_3	RPS20
1.510929115032802e-39	0.7971898938690996	0.96	0.715	5.530151653931558e-35	5_3	RPL38
1.7603928290457537e-39	0.7814384598331716	0.99	0.762	6.443213793590363e-35	5_3	RPL6
1.7757071365130315e-39	0.7830838374355493	1	0.782	6.499265690351347e-35	5_3	RPLP2
1.8288835883421338e-39	0.7803217859916864	0.876	0.515	6.693896821691044e-35	5_3	IL7R
1.870897300146314e-39	0.8101564650548663	0.98	0.75	6.847671208265524e-35	5_3	RPL9
3.371010482435295e-39	0.8016541848922456	0.983	0.744	1.2338235466761423e-34	5_3	RPS13
5.5759550538036565e-39	0.8160393814855746	0.993	0.796	2.0408553092426762e-34	5_3	RPL39
6.245436460507663e-39	0.7978200335480095	0.997	0.786	2.2858921989104098e-34	5_3	RPL21
6.412813620450464e-39	0.8165526387575168	0.997	0.881	2.347153913221074e-34	5_3	RPLP1
1.271400913162677e-38	0.6645176100929697	0.799	0.44	4.653454482266714e-34	5_3	CHCHD2
1.2900271550334e-38	0.8219701838339928	0.993	0.847	4.721628390137747e-34	5_3	RPL28
1.3735459129074314e-38	0.7603027772517019	0.94	0.63	5.02731539583249e-34	5_3	RPL31
1.7508092411798668e-38	0.8384407599468671	0.987	0.806	6.408136903642431e-34	5_3	RPS8
1.9000538068638123e-38	0.7624623952595426	0.923	0.587	6.95438693850224e-34	5_3	RPS17
1.9220940210832015e-38	0.6769680059435852	1	0.88	7.035056326566626e-34	5_3	FTH1
2.154070011439039e-38	0.8017590691027179	0.997	0.829	7.884111648868026e-34	5_3	RPL34
2.8249223582508666e-38	0.7807644848864048	0.963	0.707	1.0339498323433997e-33	5_3	RPL35
3.287578126339713e-38	0.7908239245748256	0.993	0.81	1.2032864700215984e-33	5_3	RPL37
4.323407639127132e-38	0.7701935935957995	0.983	0.69	1.5824104299969216e-33	5_3	RPL36A
5.923964725999548e-38	0.8407590982527915	0.993	0.828	2.1682303293630948e-33	5_3	RPS18
6.026480536763233e-38	0.9075785644907768	0.728	0.379	2.205752141260711e-33	5_3	LTB
9.507986767088145e-38	0.6828998369051198	0.906	0.612	3.480018236621932e-33	5_3	YWHAZ
1.0302945778817803e-37	0.7484881785326962	0.99	0.773	3.770981184505104e-33	5_3	RPL37A
1.3941011218941266e-37	0.7440682717753182	0.997	0.735	5.102549516244693e-33	5_3	RPL35A
1.5922535638611288e-37	0.800457540804139	1	0.878	5.827807269088118e-33	5_3	RPL10
2.0311316872249665e-37	0.7508052085355477	1	0.957	7.4341450884121e-33	5_3	B2M
2.8897896553917124e-37	0.8082996216762446	0.987	0.797	1.0576919117699207e-32	5_3	RPS15A
3.09033555355795e-37	0.7861947734795813	0.977	0.723	1.1310937159577453e-32	5_3	RPL23A
3.919226961179319e-37	0.7328392678775337	0.98	0.753	1.4344762600612425e-32	5_3	FAU
4.271331187390053e-37	0.7705859645038431	0.983	0.714	1.5633499278966332e-32	5_3	RPL5
6.325249851076765e-37	0.6135004123552736	0.919	0.548	2.3151046979926068e-32	5_3	BTF3
7.114851226907047e-37	0.7440920050193385	0.993	0.746	2.604106697560248e-32	5_3	RPS7
8.36943414342761e-37	0.7419462813701828	0.742	0.399	3.0632965908359394e-32	5_3	TAGLN2
1.4015984865734216e-36	0.7659835331156781	0.95	0.687	5.12999062070738e-32	5_3	UBA52
1.6379233604307433e-36	0.777175642671692	0.99	0.747	5.994963291512563e-32	5_3	RPL14
1.7079556083353496e-36	0.6370124899830807	0.923	0.602	6.251288322068213e-32	5_3	HSP90AB1
1.93234240821482e-36	0.7529360430370473	0.987	0.833	7.072566448307063e-32	5_3	RPL11
2.1712445951601516e-36	0.5222679282815523	0.936	0.649	7.946972342745671e-32	5_3	HSP90AA1
2.8479204403807748e-36	0.7843809727995694	0.99	0.79	1.0423673603837674e-31	5_3	RPS28
3.475840461514367e-36	0.7270704881718286	0.98	0.736	1.2721923673188736e-31	5_3	RPL18
4.248717817848265e-36	0.7648455059230201	0.98	0.767	1.5550732085106435e-31	5_3	RPS6
6.273521523220743e-36	0.7035921367492395	0.97	0.674	2.296171612714024e-31	5_3	RPL22
6.657524858268041e-36	0.7568313870949366	0.99	0.81	2.4367206733746858e-31	5_3	RPL32
8.501068138176518e-36	0.7645522213863449	0.993	0.858	3.111475949253987e-31	5_3	RPS12
1.006315961934402e-35	0.7497539722598225	0.987	0.786	3.683217052276105e-31	5_3	RPS15
1.0917935958143522e-35	0.7821442077120924	0.842	0.528	3.996073740040111e-31	5_3	LINC01578
1.2584898718165463e-35	0.8748070004123589	0.768	0.433	4.606198779835742e-31	5_3	CD52
1.6506498916444464e-35	0.6347507079556307	0.862	0.542	6.041543668407838e-31	5_3	CDC42
1.9955200770269864e-35	0.765991926172001	0.987	0.779	7.3038030339264725e-31	5_3	RPS21
2.371743975662563e-35	0.77336791426197	1	0.824	8.680820125322548e-31	5_3	RPS27A
3.1115006553135365e-35	0.7538751678244999	0.983	0.781	1.1388403548513075e-30	5_3	RPS24
4.793432423342012e-35	0.7991874755339778	0.836	0.552	1.75444420126741e-30	5_3	ARL4C
6.772326743710108e-35	0.7734803980456797	0.97	0.737	2.4787393114653364e-30	5_3	RPL17
7.156339049176643e-35	0.5753266981967922	0.611	0.275	2.619291655389143e-30	5_3	MYADM
9.502444468277352e-35	0.7392097513842422	0.987	0.762	3.477989699834194e-30	5_3	RPL26
1.0236680927426763e-34	0.7369141784050606	0.93	0.644	3.7467275862474694e-30	5_3	RPL27
1.0412560323960343e-34	0.7534679262096851	0.987	0.793	3.811101204172725e-30	5_3	RPS14
1.3123641477419484e-34	0.7658300374332985	0.987	0.817	4.803384017150305e-30	5_3	RPL30
1.3999684901219925e-34	0.6630736132264348	0.913	0.592	5.124024670695505e-30	5_3	NPM1
1.8374624646908406e-34	0.7488291483178293	0.983	0.776	6.725296367014946e-30	5_3	RPL13A
2.056459163326927e-34	0.6211155805179152	0.997	0.902	7.526846183692885e-30	5_3	HLA-B
3.2537334711313157e-34	0.7470908785870205	0.94	0.659	1.1908989877687729e-29	5_3	RPSA
3.358804447423194e-34	0.6439930809130199	0.832	0.536	1.2293560158013634e-29	5_3	SRRM1
3.958366994947266e-34	0.6106688456552727	0.815	0.475	1.4488019038206487e-29	5_3	ARHGDIB
4.338059315390484e-34	0.7255978857300183	0.99	0.769	1.5877730900260712e-29	5_3	RPL18A
5.020793452393044e-34	0.6565997137703773	0.742	0.422	1.8376606115103778e-29	5_3	LEPROTL1
5.218662067246713e-34	0.6620291229739301	0.977	0.712	1.9100825032329696e-29	5_3	RPL15
6.624886208302204e-34	0.7203801713149995	0.99	0.768	2.4247746011006897e-29	5_3	RPS23
1.1161779825746372e-33	0.7336789976938536	0.983	0.795	4.0853230340214294e-29	5_3	RPL19
1.3004250421362207e-33	0.6476870939359245	0.805	0.485	4.7596856967227814e-29	5_3	SRSF3
2.2002471560557043e-33	0.7112410574511776	0.872	0.556	8.053124615879483e-29	5_3	CD69
2.919634491826776e-33	0.8135723507108592	0.943	0.756	1.0686154203535182e-28	5_3	TMSB10
3.1516888367912167e-33	0.6984418710799982	0.966	0.728	1.1535496311539533e-28	5_3	RPS9
4.663698764652738e-33	0.9432665076343802	0.708	0.403	1.7069603848505488e-28	5_3	S100A4
5.463483469804195e-33	0.7570973222750945	0.946	0.789	1.9996895847830335e-28	5_3	PABPC1
8.416319734802991e-33	0.6984815330106322	0.973	0.726	3.080457186135243e-28	5_3	RPL7A
9.366515195661874e-33	0.5822475213654523	0.963	0.763	3.4282382267642027e-28	5_3	UBC
1.298087215594821e-32	0.6581872758889711	0.923	0.659	4.751129017798604e-28	5_3	PNRC1
1.3015730666597619e-32	0.6760167458023183	0.946	0.625	4.763887581281394e-28	5_3	EEF1B2
1.3028199003331283e-32	0.7496243471511708	0.997	0.881	4.768451117209283e-28	5_3	RPL13
3.465505030771754e-32	0.7023596644640855	0.993	0.817	1.2684094963127697e-27	5_3	RPS19
3.8737769239481395e-32	0.7609233277875727	0.953	0.738	1.4178410919342585e-27	5_3	RPS4X
4.4552213750345936e-32	0.7053457811803918	0.99	0.782	1.6306555754764116e-27	5_3	RPS3A
