"","primerid","Pr(>Chisq)","coef","ci.hi","ci.lo","fdr","label"
"1","ABCB1",0.024272080321199,-0.0960558464424205,0.0307412380982717,-0.222852930983113,0.204901723441097,FALSE
"2","ABCG1",0.271557372277736,0.131209199043744,0.319841549296544,-0.0574231512090561,0.638784567639668,FALSE
"3","ABLIM1",0.0763359112988753,0.280459470963505,0.547331339841743,0.0135876020852666,0.365293625214144,FALSE
"4","AC020916.1",0.331681413524131,0.166258116289918,0.412351769475553,-0.0798355368957168,0.70003112402078,FALSE
"5","AC044849.1",0.538730730717581,0.018795181482641,0.196925819610314,-0.159335456645032,0.791143031123721,FALSE
"6","AC092821.3",0.646279407307583,-0.019817892685588,0.14535266788525,-0.184988453256426,0.848241722091203,FALSE
"7","AC243960.1",0.399056957745228,0.0205313737320983,0.182260579569685,-0.141197832105488,0.751587095304913,FALSE
"8","ACTB",0.0243433237607348,0.272486767703292,0.577389507894818,-0.0324159724882348,0.204901723441097,FALSE
"9","ACTG1",8.91191494397324e-05,0.442309930792602,0.753387398229071,0.131232463356133,0.0036334943693002,TRUE
"10","ADD3",0.0391194682951998,-0.179399910998723,-0.0726606937362118,-0.286139128261234,0.256721510687249,FALSE
"11","ADK",0.683327159640692,-0.0150572450025936,0.138322397550127,-0.168436887555315,0.857291537153441,FALSE
"12","ADSS",0.637772789235016,-0.102450742395592,0.140945099882384,-0.345846584673568,0.84234141974436,FALSE
"13","AHNAK",0.0658519654112016,0.330122571252872,0.63649466487733,0.0237504776284139,0.345722818408808,FALSE
"14","AKAP9",0.0247276115658338,-0.278615287735508,-0.011071380461155,-0.546159195009861,0.204901723441097,FALSE
"15","AL021155.5",0.595487517969954,-0.075388861960395,0.0703116383625036,-0.221089362283294,0.828161448832386,FALSE
"16","ALOX5AP",0.00531457550728567,-0.360458036480413,-0.206275867734594,-0.514640205226231,0.0744040571019994,FALSE
"17","AMD1",0.031075260337257,0.329446689572803,0.604141194136083,0.0547521850095237,0.22121371765505,FALSE
"18","ANKRD11",0.568709406210885,0.145871535969277,0.426825620768671,-0.135082548830117,0.806952535839769,FALSE
"19","ANKRD12",0.163440963384112,-0.282903391177301,0.0148005263255954,-0.580607308680197,0.511414505210506,FALSE
"20","ANTXR2",0.909129683136849,0.03362531136565,0.19590577438282,-0.12865515165152,0.975415711868793,FALSE
