Gene,TET2_log2FC,DNMT3A_log2FC,Pathway,log2_FC_diff_tet2_minus_dnmt3a
FCGR3A,-0.363718908649556,0.2606688077908941,Other,-0.6243877164404501
TUBA4A,0.4283841077847608,0.985915148960994,Other,-0.5575310411762331
TRGC1,-0.4961660438819608,0.00576319546265335,Other,-0.5019292393446141
BRD7,-0.19176866404009416,0.2873381604426144,Other,-0.4791068244827086
FGFBP2,0.11007136072994772,0.566130774137934,Other,-0.4560594134079863
TUBA1A,0.10052455005336793,0.517095742156933,Other,-0.4165711921035651
IFIT2,0.04592085199880147,0.4623442872930035,Other,-0.416423435294202
JUN,0.1368212494944001,0.5529476610498922,Other,-0.4161264115554921
PPBP,-0.08332288839019847,0.3288190970418934,Other,-0.41214198543209185
NCOA7,-0.04465198256925351,0.3618220601008115,Other,-0.40647404267006504
LINC01871,-0.6046746154137828,-0.20714671925221273,Other,-0.39752789616157
KLRC3,-0.4039656623780765,-0.0161552129988296,Other,-0.3878104493792469
KLRC2,-0.19505221327233957,0.1824369335816305,Other,-0.37748914685397006
AL590550.1,-0.2752976379899822,0.0965271710250042,Other,-0.3718248090149864
KLF3,0.05879753650677233,0.4289228286444921,Other,-0.3701252921377198
TRGC2,-0.3049805618016841,0.06414203454525769,Other,-0.3691225963469418
PMAIP1,0.10576899172725328,0.4709259112584885,Other,-0.3651569195312352
KLF2,0.22251016031480983,0.5850641877724785,Other,-0.3625540274576686
OSBPL8,0.07859460408802477,0.4394499806647145,Other,-0.36085537657668976
SAMD3,-0.28125946448480676,0.0742558945330174,Other,-0.35551535901782416
TUBA1B,0.22081480706676104,0.5686597004004028,Other,-0.34784489333364177
EIF4H,-0.02382405016123967,0.32024743121936594,Other,-0.3440714813806056
TUBB4B,-0.03881861072296222,0.3028321024435996,Other,-0.3416507131665618
NCL,0.2114425970878422,0.5423575760695556,Other,-0.3309149789817134
ABCB1,-0.18718746475188497,0.14144911898414114,Other,-0.3286365837360261
DNAJC15,-0.09278400974436084,0.2336559089917476,Other,-0.32643991873610845
PRKACB,-0.34943132596932935,-0.02423501763797486,Other,-0.3251963083313545
HOPX,-0.2859413230286496,0.03915385295359575,Other,-0.32509517598224535
TRGV2,-0.15139800448936638,0.16775846500168315,Other,-0.31915646949104953
ATP1B1,-0.02155467434753072,0.2974267453943076,Other,-0.3189814197418383
ITSN2,-0.06792441947199246,0.25039175028590865,Other,-0.3183161697579011
ODC1,0.3817516824773408,0.6994440918642528,Other,-0.317692409386912
AUTS2,-0.01805626049733111,0.29937147433153366,Other,-0.31742773482886477
C9orf78,0.09621292234496036,0.40970937151527176,Other,-0.3134964491703114
CORO1A,-0.0415609817520417,0.2709131184666371,Other,-0.31247410021867883
CELF2,-0.2130250758978669,0.08828973094155224,Other,-0.30131480683941914
PIK3R1,0.07803214472456332,0.3771964909366452,Other,-0.2991643462120819
PNRC1,0.03720391955209923,0.335964404056186,Other,-0.29876048450408677
RNASEH1,-0.05670728323476848,0.24151207805306377,Other,-0.2982193612878322
NSD3,-0.17640257346896115,0.10609567323104074,Other,-0.2824982467000019
NSMCE3,-0.14364754211205355,0.13744394222985856,Other,-0.2810914843419121
UCP2,0.03301544875357665,0.3103312560332191,Other,-0.27731580727964245
SNHG5,-0.04295850514055388,0.23290873577755233,Other,-0.2758672409181062
COTL1,0.3645915755608695,0.6383817979895952,Other,-0.27379022242872564
CWF19L2,-0.03659309251954168,0.23337152118337445,Other,-0.26996461370291613
IFT20,-0.1597833704514432,0.10667428364327458,Other,-0.2664576540947178
RBM39,-0.00665764244104138,0.2575245439437066,Other,-0.264182186384748
ETS1,-0.00409312730494138,0.260048039699849,Other,-0.2641411670047904
SLA,0.170170119860227,0.43430094124834784,Other,-0.26413082138812083
ITGB1,-0.03873517982991714,0.2221580142629378,Cell adhesion,-0.26089319409285494
TRBV28,0.362084986137778,-0.01695821232442387,Other,0.37904319846220186
HLA-F,-0.2639521060813226,-0.643612962805798,Other,0.37966085672447547
EPSTI1,-0.3580965297760861,-0.7383986168176633,Other,0.3803020870415772
CSTB,-0.18974478049586052,-0.5714475126890115,Other,0.381702732193151
A1BG,0.1451411375311562,-0.2381255301823035,Other,0.38326666771345974
NBL1,0.4254901043339629,0.04179595005410114,Other,0.38369415427986175
S100A9,0.34274313335107304,-0.04461025766292692,Monocyte activation,0.38735339101399996
PTGS2,0.2822680417402152,-0.12342788061910592,Other,0.4056959223593211
PLSCR1,-0.2667516083255066,-0.6753930405829975,Other,0.40864143225749094
HLA-DQB1,0.5756993785782899,0.15910526023914384,Other,0.41659411833914606
CD82,0.3455639452022955,-0.07750164376947477,Other,0.42306558897177027
IFIT1,-0.23640031918710935,-0.6626325242368661,Other,0.4262322050497568
RNF213,-0.32702663675854815,-0.7551275772726824,Other,0.4281009405141343
RSAD2,-0.28882755933265825,-0.726646508308538,Other,0.4378189489758798
GPR183,0.4165967048532473,-0.02156751001827772,Other,0.438164214871525
PRKY,0.1809108410295811,-0.2636926963262644,Other,0.4446035373558455
CAMK2N1,0.13724405137204942,-0.3329943142597718,Other,0.4702383656318212
IL7R,-0.02017687392940859,-0.4966497383954675,Other,0.4764728644660589
IFI35,-0.21544318438354185,-0.7029543171482568,Other,0.487511132764715
HBA1,0.5389120345660654,0.04938576096069989,Other,0.4895262736053655
SERPINB2,0.23265439803705248,-0.25780131639107584,Other,0.4904557144281283
IER3,0.3716009440846112,-0.12824031407078051,Other,0.4998412581553917
ISG20,-0.39982236909833313,-0.9180313767888082,Other,0.5182090076904751
TRIM22,-0.31991076364042725,-0.8491913930124424,Other,0.5292806293720151
FTH1,0.03695062680928807,-0.49694359221671114,Other,0.5338942190259992
GNLY,0.08379007057952936,-0.4842319989894977,Other,0.568022069569027
THBS1,0.5111089813171701,-0.05981332406775808,Other,0.5709223053849282
MX2,-0.28067951691068904,-0.8954628651561376,Other,0.6147833482454486
FEZ1,0.06345886100447706,-0.5529521553119372,Other,0.6164110163164143
CXCL2,0.5119316053352875,-0.11982475117232516,Other,0.6317563565076126
ALOX5AP,-0.22066685117453755,-0.8573187314259811,Other,0.6366518802514436
USP9Y,0.2584483654981783,-0.39143871169172145,Other,0.6498870771898997
BST2,-0.4170184194991484,-1.067015727044769,Other,0.6499973075456207
IFITM1,0.18526959356618988,-0.47373002562227895,Other,0.6589996191884688
DDX3Y,0.412447016550308,-0.2846919839018102,Other,0.6971390004521183
GZMK,0.4783342183466093,-0.2197123175529585,Other,0.6980465358995678
MX1,-0.31549357086865704,-1.0242366514745236,Other,0.7087430806058665
ISG15,-0.5042204968514854,-1.2187415166898132,Other,0.7145210198383278
LYZ,0.5362978875229966,-0.18334652480325545,Monocyte activation,0.719644412326252
LY6E,-0.4141574387597853,-1.1349255794380937,Other,0.7207681406783084
CCL3L1,-0.443581980764749,-1.1721303752223171,Inflammation,0.7285483944575681
EIF1AY,0.33460536217835,-0.40682704138445086,Other,0.7414324035628008
HBA2,0.7871160120343231,0.02969172607687976,Other,0.7574242859574434
IFI6,-0.5163325228248041,-1.328997676477666,Other,0.812665153652862
SOD2,0.553151248729054,-0.2777558944841967,Monocyte activation,0.8309071432132507
CCL3,0.5772886816721767,-0.34817212605722303,Inflammation,0.9254608077293998
HBB,1.2039845935115765,0.0336784598367733,Other,1.1703061336748033
CXCL3,0.9251336850992528,-0.28407924259866096,Inflammation,1.2092129276979138
CXCL8,0.7621538711756952,-0.5391355291516122,Inflammation,1.3012894003273074
IL1B,0.9349667435788828,-0.4550018797659581,Inflammation,1.3899686233448407
