gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
NEU4	7.863338296021122	-3.930268561749778	0.31933148388412175	-12.307801642183158	8.223262612050117e-35	8.923062260335583e-31
HLA-DRB5	12.84860920411537	-3.419102677223176	0.30406767403234497	-11.24454511024237	2.4636341071363952e-29	1.3366446848268512e-25
SAMD9	27.235914451889727	1.62089042957515	0.15807197981240995	10.25412872982753	1.1339398317487693e-24	4.101460371435298e-21
GP1BB	9.315682596312637	3.2540308687058324	0.35331768383262896	9.209929243867986	3.2633997396292323e-20	8.8527876436792e-17
SGPP2	21.518523335335434	-2.329708247595301	0.27258710146970355	-8.546656224869958	1.2670588238756101e-17	2.749771059574849e-14
ALCAM	37.828211498852866	-1.1519440509652423	0.13889351448885387	-8.293720950215318	1.0975977203043986e-16	1.985005477170505e-13
HSPA13	27.86034040972811	-1.2012861468491407	0.14741958086743817	-8.148755679405673	3.6768796078436483e-16	5.69968866067306e-13
SLC7A11	85.86309096655233	-1.01360540801995	0.12470090408091428	-8.128292376791872	4.3538005950321734e-16	5.905386282086764e-13
EZR	64.86921708921552	1.8941822540855084	0.23738643625042824	7.979319644393083	1.4714207426707425e-15	1.7740429420800252e-12
IGHA1	5.22005871084672	4.922129734270294	0.6234692617468985	7.894743231573243	2.9091352809386923e-15	3.1567026933465748e-12
HLA-C	169.04230906571783	0.43658369832843175	0.055788579068573534	7.825682346055042	5.049107633099023e-15	4.980715175159773e-12
NBPF19	61.14179174405311	-0.8893657440587417	0.11400901332729375	-7.800837127724073	6.1497842697614015e-15	5.560942425931747e-12
PID1	12.367303508453283	-1.7709332185382318	0.233225375197763	-7.593227010725451	3.120351753609749e-14	2.6045336060322604e-11
GNG11	5.529364032273256	3.2826018301473314	0.4339304347410301	7.564811240092873	3.8842823278461233e-14	3.0105962528184485e-11
MMP2-AS1	5.166166585582257	-2.9779660569704	0.3960071608991324	-7.519980321085462	5.478448756980465e-14	3.9631098307996685e-11
GP9	2.586669868536117	4.466499499012912	0.5963660485762656	7.489526792606669	6.91223733505892e-14	4.687792957670271e-11
SCN1B	12.462260346993983	-2.1231634464621756	0.28432842387113627	-7.467292286698845	8.18618005338134e-14	5.2251905740729946e-11
SEC22B	45.0368405340136	-0.838579715038295	0.11349621835452861	-7.388613710624437	1.4836751210045847e-13	8.944088187789305e-11
NBPF9	8.284919218104147	-1.7858214479124106	0.24317894895743963	-7.34365147792854	2.0784391946248457e-13	1.1772311763993646e-10
AKAP13	57.4959686455857	0.7865837149063019	0.10719475243227046	7.3378938526239335	2.1698114024502158e-13	1.1772311763993646e-10
TNIP3	15.23264166287017	-2.1390011011105163	0.293590460138994	-7.285662824663489	3.200926171982892e-13	1.6343570996577853e-10
WAC-AS1	8.182805326243496	2.036510156606431	0.2797020661581927	7.2809979010116805	3.3135983957673277e-13	1.6343570996577853e-10
LRRFIP1	92.3770054412144	0.8059246647683789	0.11196169189514929	7.198217989802415	6.100456134415409e-13	2.8780891093278957e-10
AC058791.1	17.99740080022495	1.983553526272955	0.27698931687653416	7.161119239689336	8.002100563927988e-13	3.6179497174659415e-10
ACSL4	35.27481151970313	-1.5116757175649285	0.21457475819208677	-7.0449839035199116	1.854829475317407e-12	8.050701854667674e-10
EEF1G	106.10982918097332	0.4706373514761441	0.06739970310483333	6.982780780860651	2.8939380461532444e-12	1.1630415458818096e-9
PLAAT4	18.640041443159273	1.7683716704592471	0.2532154992137945	6.983662832448414	2.875817740367204e-12	1.1630415458818096e-9
RIT1	34.66457262443158	-0.8288304867058832	0.12000145260425678	-6.906837115040742	4.955783928571398e-12	1.92054326460458e-9
SRP14	99.69745767463496	0.4768228386490099	0.06908931177662501	6.90154274789481	5.144078652396994e-12	1.924772326108958e-9
MIR3142HG	12.823338257763213	-1.7237591371749295	0.2499733330967237	-6.895772104250596	5.357302148251324e-12	1.9377361870225036e-9
LDHA	56.921749422584256	1.180967662373917	0.1719813637809521	6.866835082655134	6.564187964147651e-12	2.2258751124676925e-9
NDUFA12	22.463155417011706	1.4435785770724199	0.21015188139325833	6.869215576381368	6.4555889189732745e-12	2.2258751124676925e-9
IDS	46.43889276046663	1.31983328289462	0.1942387900843821	6.794900659756231	1.0838718808248742e-11	3.5639678117668818e-9
MAST4	4.111440999903301	2.7555269183031883	0.40627149396579865	6.782476642417738	1.1813296653302938e-11	3.770178881911476e-9
GNAS	69.4833630083005	0.5652612627063504	0.08482017829177349	6.664231013072201	2.660546961838848e-11	8.24845573797524e-9
NIBAN1	68.39256654974743	-0.6097407850544954	0.09231232899523423	-6.605193387396544	3.969987593377121e-11	1.0769583843933784e-8
D2HGDH	3.9819976649444127	-2.7368490081994903	0.4142961663191499	-6.606020597572171	3.947879858488309e-11	1.0769583843933784e-8
CAST	78.73034362570056	0.5445875850438953	0.08243259987898527	6.606458923330989	3.936214189872766e-11	1.0769583843933784e-8
HLA-A	193.58558307976526	0.24871102233555006	0.037623140001181284	6.610586525413378	3.8280029445463914e-11	1.0769583843933784e-8
