gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
IFITM1	40.81547730868085	1.6881075897788858	0.08582185262260228	19.66990385539989	3.905203671210065e-86	3.949332472694739e-82
LY6E	63.53083947938299	1.2553158648433784	0.06825864700090149	18.390576432415948	1.5630926235795723e-75	7.903777851130108e-72
ISG15	72.73339276613706	1.5961332741634924	0.10753349381273657	14.843126709368034	7.707798686265891e-50	2.5982989371402316e-46
IFI6	47.425211341118654	2.169840911250967	0.15680118070372395	13.838166916299466	1.4998269884879091e-43	3.7919375836445565e-40
IFIT1	29.658725087783385	2.0097252705291235	0.14561910964333785	13.801246796876494	2.504826007565124e-43	5.066261082901219e-40
RSAD2	20.311946270850893	2.1642644955211545	0.1660574404797559	13.033228076190904	7.918527992561037e-39	1.3346678931461628e-35
PLSCR1	25.47542623881597	1.6907429051659997	0.1385963795882463	12.19904091426486	3.1450647942111398e-34	4.543720037693894e-31
MX2	49.04433134241383	1.674194977295808	0.14127620965212725	11.8505088819857	2.1388797281067924e-32	2.703811336292999e-29
IFI35	29.01414687135743	1.5959583962527912	0.13503052624506426	11.81924147548916	3.104751194550288e-32	3.4887054256096736e-29
XIST	6.509576051700807	-5.13004562358811	0.4365929143467244	-11.75018067176884	7.046802112263033e-32	7.126430976131605e-29
SNHG29	102.0997211295401	0.4776219219266905	0.04068455264828308	11.739638040406144	7.982736162467513e-32	7.339037346457633e-29
OASL	77.23996548841689	0.6804194504604949	0.05856556388789971	11.61808075071018	3.335450419149768e-31	2.5947238529893542e-28
BST2	43.34608557743564	1.2513269667531437	0.10768867729906359	11.619856405869559	3.2668486597796463e-31	2.5947238529893542e-28
HERC5	44.83680404571263	1.3505833406487107	0.11825568924323668	11.420874118544395	3.2890901353605666e-30	2.3758977527786722e-27
MX1	42.98424384100088	1.6461213986738918	0.14759731840990226	11.152786625176613	6.939836027017376e-29	4.678837449415115e-26
RNF213	55.35819568252731	0.8015640051556407	0.07405340967064826	10.824133672177798	2.6456921965937314e-27	1.6722428240095253e-24
CMPK2	10.803584494443797	1.910478556211665	0.1773055653010114	10.775062547914096	4.51475164067941e-27	2.685746078952404e-24
HERC6	14.993333208308881	1.581835305186337	0.14884111990377413	10.627676721385827	2.2156314663405756e-26	1.2448156121723468e-23
PARP14	41.99265509153839	0.8556258248651466	0.0807287463871999	10.598775072776455	3.0190856289910244e-26	1.6069480508413807e-23
