gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AL627309.5	1.4925035553816461	3.0639235265586033	4.451411767285643	0.6883037756866301	0.4912615045494472	0.9989220184727657
LINC01128	1.2551204382827155	-3.0700230648114695	5.5572180209934325	-0.5524388377806813	0.5806477277645465	0.9989220184727657
NOC2L	3.322191122782898	0.9192478282847575	2.566963322177443	0.3581071144814799	0.720263155070014	0.9989220184727657
ISG15	9.105961136004264	-0.46189647463231137	1.373500217761139	-0.3362915190397431	0.7366510447253819	0.9989220184727657
C1orf159	0.9604131272651053	0.5345392622261179	5.566304149931341	0.09603127098843697	0.9234957366701458	0.9989220184727657
TNFRSF18	9.76089209164185	0.980557756017425	1.2918706101464192	0.7590216452917755	0.44783960870274286	0.9989220184727657
TNFRSF4	4.057850174788091	0.41706599619073104	2.2603757501661046	0.1845117990493761	0.8536119717640789	0.9989220184727657
SDF4	7.7892911981664845	-0.13901291286158152	1.4829645605906012	-0.0937398752173947	0.9253157938779613	0.9989220184727657
B3GALT6	2.8261336389543024	-0.3199741354004614	2.835341427963885	-0.11285206509688012	0.9101478399757824	0.9989220184727657
UBE2J2	8.876875956848494	0.2024615612503373	1.3555249923149113	0.14936025702084735	0.881269370207944	0.9989220184727657
INTS11	3.15898654707805	0.31171543555407943	2.9215488482858674	0.1066952673876972	0.9150307372529758	0.9989220184727657
DVL1	1.1470216054188809	-2.9474024883922527	5.253753042583847	-0.5610089519820085	0.5747914345497139	0.9989220184727657
AURKAIP1	24.502266158079316	-0.4753672953050685	0.7776639623572611	-0.6112759730618498	0.5410168946350259	0.9989220184727657
CCNL2	5.963934734661091	-1.6650265528531158	1.9318162780056662	-0.8618969473494789	0.3887442289965642	0.9989220184727657
MRPL20-AS1	1.6240062906944082	-0.5851556175884493	3.9809419211508508	-0.14698923751675497	0.883140515265193	0.9989220184727657
MRPL20	21.43653095094842	-0.2084340071666753	0.8272163183344156	-0.25197037648671294	0.8010639613256039	0.9989220184727657
ATAD3A	0.8332414958482018	-2.489495492022542	6.00966590916219	-0.41424856716695646	0.6786920766922078	0.9989220184727657
SSU72	20.774791968748225	0.58849536058419	0.8261743062975877	0.7123138012140191	0.4762704796598653	0.9989220184727657
AL691432.2	0.9053073844240918	-2.6011231924027487	5.795586078252438	-0.4488110705771924	0.6535679519722807	0.9989220184727657
MIB2	2.6034922165125822	0.7960092306416571	3.230044566302184	0.24643908599469988	0.8053423527478529	0.9989220184727657
MMP23B	1.3653319239647428	1.531075822676821	4.63204000784726	0.33054028464412777	0.740991758721588	0.9989220184727657
CDK11B	6.788514022717576	0.8693047540230426	1.5798728677717957	0.5502371562650376	0.5821567216187311	0.9989220184727657
SLC35E2B	5.109401989182155	0.8612797256004837	1.900083564624209	0.45328518262870415	0.6503434010730078	0.9989220184727657
CDK11A	8.325712730178884	-0.6340113399304607	1.4645647751214936	-0.4329008526631169	0.6650868005391335	0.9989220184727657
SLC35E2A	0.9053073844240918	-2.6011231924027487	5.795586078252438	-0.4488110705771924	0.6535679519722807	0.9989220184727657
NADK	3.5131307048325318	-4.560515002414728	3.1381692925439295	-1.4532405926124483	0.14615696526832322	0.9989220184727657
GNB1	20.13063587372055	-0.652982487273432	0.8727920378446332	-0.748153579500997	0.45436752712605777	0.9989220184727657
GABRD	0.8332414958482018	-2.489495492022542	6.00966590916219	-0.41424856716695646	0.6786920766922078	0.9989220184727657
FAAP20	8.794035207662695	1.3131006017929456	1.3846442623412443	0.9483306561157245	0.3429611490317754	0.9989220184727657
SKI	7.221167825762	-0.789994101145537	1.588011429789416	-0.49747381305076444	0.6188549650725603	0.9989220184727657
RER1	15.616727993439108	0.18661959889390253	0.9751405635511194	0.1913771264055507	0.8482301393412892	0.9989220184727657
PANK4	1.2551204382827155	-3.0700230648114695	5.5572180209934325	-0.5524388377806813	0.5806477277645465	0.9989220184727657
AL139246.5	5.185798981653902	-0.7022990248225468	2.007460246178023	-0.34984454918080926	0.7264553636606763	0.9989220184727657
TNFRSF14-AS1	1.2381602925478392	-0.049129394533916314	4.966066267209004	-0.00989302032844755	0.992106640576716	0.9989220184727657
TNFRSF14	16.28676491358246	-0.07050893822745712	0.9739996986883592	-0.07239112940425779	0.9422906439844144	0.9989220184727657
PRXL2B	0.8332414958482018	-2.489495492022542	6.00966590916219	-0.41424856716695646	0.6786920766922078	0.9989220184727657
TPRG1L	6.739852036590613	0.16686971106735063	1.6333534329911066	0.10216387200519583	0.9186266036299648	0.9989220184727657
WRAP73	1.4608017149895596	-3.294518163121363	4.6678041112090805	-0.7057961483880691	0.4803149176590704	0.9989220184727657
SMIM1	5.257864870229793	-0.726189012148736	2.1092358172433787	-0.3442901008090283	0.7306281281691047	0.9989220184727657
LRRC47	3.9180495015321695	-2.1180519813198586	2.5648935493588714	-0.8257855308846223	0.40892576332826197	0.9989220184727657
CEP104	2.402142043701596	-4.009176765804612	3.6938210755166896	-1.0853738402160722	0.2777561137876365	0.9989220184727657
C1orf174	3.99655914682211	-4.749746343862927	3.023661443533219	-1.5708591826711713	0.11621536145445885	0.9989220184727657
ACOT7	8.694598582590576	-0.363772822469925	1.4018033281388131	-0.2595034661195372	0.7952468080247221	0.9989220184727657
TNFRSF25	10.467326225921706	-6.137159477212172	2.340247957543054	-2.6224398390909673	0.00873026797454583	0.9989220184727657
NOL9	1.5689005478533942	-3.3918275516016934	4.992832625887906	-0.6793393261402397	0.49692288417633496	0.9989220184727657
ZBTB48	3.59782563524744	-0.7758469929402209	2.593777300548361	-0.29911858384148704	0.7648495671986952	0.9989220184727657
KLHL21	1.1109886611309359	-2.9033605964901006	5.86694473767668	-0.4948675548015876	0.6206936145673785	0.9989220184727657
PHF13	2.4763205850956784	-0.04978374024538415	3.3787579372281833	-0.014734331719017734	0.9882441295768057	0.9989220184727657
DNAJC11	2.6078233204084404	-4.131699559259727	3.560845801837666	-1.1603140908621925	0.24592094957244093	0.9989220184727657
CAMTA1	37.01908018132869	0.3781864804185167	0.6070204684525315	0.6230209689347412	0.5332707423720249	0.9989220184727657
VAMP3	3.7631428637704807	1.215207594697069	2.324624170425864	0.5227544349564458	0.6011451518149407	0.9989220184727657
TNFRSF9	4.017486126604288	2.261973752146969	2.250313420427375	1.0051816478601365	0.31480939044684014	0.9989220184727657
PARK7	86.18470442037398	-0.12009890135292173	0.4027536457339346	-0.2981944487034165	0.7655547584693152	0.9989220184727657
RERE	1.6664829916964037	-3.48855307674529	4.839352072735953	-0.7208719316784526	0.4709883135736409	0.9989220184727657
ENO1	43.383861080382644	0.13333611019968622	0.5736296013919128	0.23244286884105356	0.8161940560283406	0.9989220184727657
SPSB1	5.30245422404998	-0.19292709177366327	1.9653998541221538	-0.09816175134491102	0.9218038537417375	0.9989220184727657
SLC25A33	1.3653319239647428	1.531075822676821	4.63204000784726	0.33054028464412777	0.740991758721588	0.9989220184727657
PIK3CD	3.557461587063637	1.4119469596523084	2.464359568051564	0.5729468126149541	0.566680707001399	0.9989220184727657
CLSTN1	2.67988920898433	-4.167907133595688	3.512777136794153	-1.1864991632800885	0.2354252317157974	0.9989220184727657
CTNNBIP1	7.997190925950995	-3.223734258096693	1.995777112158336	-1.615277697322814	0.10625057119893593	0.9989220184727657
LZIC	12.154736197400288	-0.7200806550432541	1.170847603349185	-0.6150080104220895	0.5385494303257616	0.9989220184727657
UBE4B	1.1830545497068257	-2.9890649485199177	5.156428448484161	-0.579677382975927	0.5621321981294105	0.9989220184727657
KIF1B	2.711591049376417	0.7021535793804536	2.847528142529446	0.24658354342258892	0.8052305417887763	0.9989220184727657
PGD	18.65472819422522	0.49097901600813576	0.8762598303792275	0.5603121345818739	0.5752665519385072	0.9989220184727657
CENPS	6.29245653888898	0.333061910499911	1.6691209631194257	0.19954330324714784	0.8418377732791094	0.9989220184727657
DFFA	2.016296045555028	-3.761052345332577	4.008775115100417	-0.9382048723973795	0.34813913490499876	0.9989220184727657
CASZ1	2.993669318555009	-4.326986129356901	3.3552590853557533	-1.2896131175807894	0.19718501893625692	0.9989220184727657
TARDBP	2.934232471818137	-0.38633923966511907	2.789975191981764	-0.13847407703675535	0.8898657557550738	0.9989220184727657
SRM	7.030228243712365	0.7701978063259399	1.5516199117898595	0.4963830384449527	0.6196241897154434	0.9989220184727657
EXOSC10	5.336374515519733	-1.4785192365025142	2.025039468842168	-0.7301187257095137	0.46531761608455374	0.9989220184727657
UBIAD1	3.898976702979101	-4.707770101366678	3.022534148830286	-1.557557291185138	0.1193382295821437	0.9989220184727657
FBXO2	1.2147563900989122	4.483369250979788	5.377699520149213	0.8336964968350238	0.40445203270490715	0.9989220184727657
MAD2L2	6.256423594601036	0.34424189558303286	1.6716806224841774	0.20592563612508535	0.8368489998556325	0.9989220184727657
AGTRAP	11.035449598326192	-2.6601167500663023	1.4906985886433912	-1.7844766006568362	0.07434625372858303	0.9989220184727657
CLCN6	5.319414369784857	-0.7575808098144036	1.9200395475567136	-0.3945652113147562	0.6931637920068787	0.9989220184727657
AL021155.5	6.665673495196531	-0.6378759205581993	1.657597012764892	-0.3848196610189436	0.7003710314170992	0.9989220184727657
MFN2	6.962493459032334	-0.2895144315723661	1.5995228270815354	-0.18100050006826704	0.8563671835000075	0.9989220184727657
MIIP	0.8332414958482018	-2.489495492022542	6.00966590916219	-0.41424856716695646	0.6786920766922078	0.9989220184727657
TNFRSF1B	9.071782372945428	1.212752273260861	1.3451426044300898	0.9015789621611756	0.36728057072168524	0.9989220184727657
VPS13D	4.250902409655917	-1.0918222865337524	2.2858025648941402	-0.47765380234592425	0.6328966304202892	0.9989220184727657
DHRS3	7.562318671828907	1.2027621224736367	1.4796008370558746	0.812896351739639	0.41627748639434026	0.9989220184727657
AC254633.1	0.8332414958482018	-2.489495492022542	6.00966590916219	-0.41424856716695646	0.6786920766922078	0.9989220184727657
PRDM2	14.183661284794333	-0.5337293156457729	1.056115323727825	-0.5053702977832392	0.6132987765618987	0.9989220184727657
EFHD2	26.58160161456996	1.0143922715100049	0.7183982081324655	1.4120194900638743	0.15794422251124118	0.9989220184727657
CASP9	2.4295127801978245	5.483439328597932	3.64516102575205	1.5043064736671319	0.13250247298788204	0.9989220184727657
DNAJC16	2.0883619341309174	-3.807973886069122	3.9311517770405415	-0.9686662082876509	0.33271175774481226	0.9989220184727657
AGMAT	0.8332414958482018	-2.489495492022542	6.00966590916219	-0.41424856716695646	0.6786920766922078	0.9989220184727657
DDI2	5.1562097940800085	-1.4271099988696316	2.048062622162415	-0.6968097476252165	0.48592186504377927	0.9989220184727657
PLEKHM2	4.395034186807697	-1.1439254958339933	2.2211659065539564	-0.5150112796431062	0.6065451379162359	0.9989220184727657
AL450998.2	1.9928921431061004	0.45389997377789154	3.4219026711302942	0.13264549503623466	0.8944737504689273	0.9989220184727657
SPEN	5.279050321601054	0.761479681266031	1.9108580531146782	0.39850143762632045	0.6902605987914857	0.9989220184727657
FBXO42	2.3066722526767793	0.11666306481132364	3.1593046520948573	0.03692681702410916	0.9705433574319259	0.9989220184727657
SZRD1	7.585722574277833	0.5713057620654818	1.4933715900035913	0.382561022246384	0.7020452752926081	0.9989220184727657
NECAP2	10.244426331890901	-1.0149955309341634	1.3721695418810058	-0.739701254075922	0.4594812869893726	0.9989220184727657
NBPF1	2.3066722526767793	0.11666306481132364	3.1593046520948573	0.03692681702410916	0.9705433574319259	0.9989220184727657
BX284668.5	1.1830545497068257	-2.9890649485199177	5.156428448484161	-0.579677382975927	0.5621321981294105	0.9989220184727657
SDHB	4.946197413477306	0.4688148526893474	1.9460219650460047	0.24090933253071709	0.8096253888242971	0.9989220184727657
PADI4	15.917620589581684	0.4656940977532103	1.0319801449401766	0.4512626527133488	0.6518002587272413	0.9989220184727657
RCC2	3.708037120929467	0.6361597964198769	2.344730428695646	0.2713146844662085	0.7861490133321423	0.9989220184727657
IFFO2	4.057850174788091	0.41706599619073104	2.2603757501661046	0.1845117990493761	0.8536119717640789	0.9989220184727657
UBR4	5.253533766333934	0.7862307528363307	4.159292476884163	0.18902992689403683	0.8500693613403757	0.9989220184727657
EMC1	2.45724778654261	-1.3422861773447365	3.197486287414344	-0.41979419352887354	0.6746358070368922	0.9989220184727657
MRTO4	2.993669318555009	-4.326986129356901	3.3552590853557533	-1.2896131175807894	0.19718501893625692	0.9989220184727657
AKR7A2	11.739042540090741	0.07568758025716796	1.149883175984324	0.06582197377779513	0.9475195616262158	0.9989220184727657
CAPZB	56.03429049176297	0.5248120149639205	0.5101743033111358	1.0286915894387134	0.30362462339229124	0.9989220184727657
MICOS10	21.663503477285996	-0.7899743554861244	0.8445450258843524	-0.9353845340086099	0.3495901644312267	0.9989220184727657
NBL1	3.7397389613215535	2.656806891014729	2.4005746393662015	1.1067378816082878	0.26840727211027937	0.9989220184727657
CAMK2N1	3.322191122782898	0.9192478282847575	2.566963322177443	0.3581071144814799	0.720263155070014	0.9989220184727657
PINK1	6.29245653888898	0.333061910499911	1.6691209631194257	0.19954330324714784	0.8418377732791094	0.9989220184727657
DDOST	6.84361976555859	1.1837355631454478	1.5785940059638208	0.7498670073960596	0.4533348068507963	0.9989220184727657
HP1BP3	20.906294704060986	0.34193336255686957	0.8324900149691732	0.41073569221071227	0.6812663521533469	0.9989220184727657
EIF4G3	9.720892313306605	-1.3262509537811296	1.3964237251501317	-0.9497482246218226	0.34224019954664187	0.9989220184727657
ECE1	7.320604450834118	1.3107775260097088	1.5116952668992343	0.8670911093730915	0.38589209151148485	0.9989220184727657
AL031005.1	12.57017138312075	-0.5213243351617968	1.158080611241219	-0.4501623894756745	0.6525933532856978	0.9989220184727657
USP48	3.368998927680752	-4.5047090258688	3.308464310810632	-1.361570989642946	0.17333331578661548	0.9989220184727657
LINC00339	0.8332414958482018	-2.489495492022542	6.00966590916219	-0.41424856716695646	0.6786920766922078	0.9989220184727657
CDC42	84.9845839266728	0.15214885584328774	0.39596295106483753	0.3842502320838949	0.7007929908013575	0.9989220184727657
ZBTB40	2.3066722526767793	0.11666306481132364	3.1593046520948573	0.03692681702410916	0.9705433574319259	0.9989220184727657
KDM1A	2.747623993664362	0.6725222589971774	2.8807586040178585	0.23345318072093774	0.8154095215111751	0.9989220184727657
LUZP1	8.050078217714344	0.11601250241402204	1.4532051877538004	0.07983215542558102	0.9363707496012272	0.9989220184727657
HNRNPR	21.075943036479885	0.3199776034488828	0.820156442825133	0.39014215671668606	0.696431431294998	0.9989220184727657
ZNF436	0.9413403287120367	-2.654455190952762	6.003051499564782	-0.44218431095338906	0.6583558381964826	0.9989220184727657
ID3	7.187247534292246	0.020370678438264518	1.7359009858829824	0.011734931084161336	0.990637094558467	0.9989220184727657
ELOA-AS1	1.1830545497068257	-2.9890649485199177	5.156428448484161	-0.579677382975927	0.5621321981294105	0.9989220184727657
ELOA	5.36807635591182	0.28322768066014214	1.8913468889752592	0.14974919847389617	0.8809624910158991	0.9989220184727657
PITHD1	12.366602759232098	-0.0363533642269617	1.1223737286022177	-0.032389714139367344	0.9741612651135096	0.9989220184727657
LYPLA2	2.4381749879895414	-4.029097642082071	3.6967828206755424	-1.0898929792542702	0.2757602896163494	0.9989220184727657
HMGCL	2.620452362247458	-0.15661554933386101	2.95502326335356	-0.0529997686570234	0.957732092040993	0.9989220184727657
FUCA1	2.5357574318325504	-4.094174964769605	3.68793899336573	-1.1101525736013143	0.2669332855973887	0.9989220184727657
PNRC2	17.497295998044986	-0.373888446729548	0.9625250710786483	-0.38844541089257245	0.69768644427607	0.9989220184727657
SRSF10	22.17652110684947	-0.6820842543857784	0.8327856536222455	-0.8190393907712226	0.4127639399358817	0.9989220184727657
NIPAL3	1.1109886611309359	-2.9033605964901006	5.86694473767668	-0.4948675548015876	0.6206936145673785	0.9989220184727657
RCAN3AS	2.0523289898429726	-3.784725683113341	3.9598472229114683	-0.9557756827624856	0.3391855764150311	0.9989220184727657
RCAN3	11.823995942094733	-0.41271693331625825	1.2217997615114125	-0.3377942493667799	0.7355182437753676	0.9989220184727657
NCMAP-DT	1.3653319239647428	1.531075822676821	4.63204000784726	0.33054028464412777	0.740991758721588	0.9989220184727657
SRRM1	31.998962698046384	-0.1146208005781549	0.6744402758874577	-0.16994951914360673	0.865049836885472	0.9989220184727657
CLIC4	10.638828739569714	-0.7577655339120064	1.2601487350374225	-0.601330234156449	0.5476200559594118	0.9989220184727657
RUNX3	12.305311731266118	-1.026494602441419	1.1886304889429196	-0.8635943735166239	0.3878107560865145	0.9989220184727657
SYF2	32.47594738332191	-0.06189753284248706	0.6624507736910207	-0.09343718099627009	0.9255562535428745	0.9989220184727657
AL031432.4	1.4608017149895596	-3.294518163121363	4.6678041112090805	-0.7057961483880691	0.4803149176590704	0.9989220184727657
RSRP1	16.320685205052214	-0.41192678655883486	0.970812533753171	-0.4243113600586941	0.671338755489034	0.9989220184727657
RHD	2.4295127801978245	5.483439328597932	3.64516102575205	1.5043064736671319	0.13250247298788204	0.9989220184727657
TMEM50A	90.20456167138555	-0.06751362893743491	0.38721087115061514	-0.17435881574506165	0.8615834787694171	0.9989220184727657
MACO1	8.128587863004283	-0.23740528746544204	1.511292056777114	-0.1570876300188579	0.8751757863616392	0.9989220184727657
LDLRAP1	21.754642164414953	-0.647604392431252	0.8357539047434983	-0.7748745040323906	0.4384138191033079	0.9989220184727657
SELENON	2.124394878418862	-3.83088026357314	3.92276083262839	-0.9765775755964997	0.3287783252254692	0.9989220184727657
AL020996.1	1.7745818245602385	-3.5740149914331982	4.243044833879573	-0.8423231738905158	0.39960708298641867	0.9989220184727657
MTFR1L	14.82781737982201	1.1119589543928163	0.9947014985893611	1.1178820540330383	0.263617370591434	0.9989220184727657
STMN1	4.437510887809693	-2.3195892217312495	2.444782860538364	-0.9487915099422998	0.3427266607780159	0.9989220184727657
PDIK1L	1.4373978125406326	1.380123731449816	4.51680542820814	0.3055530625319241	0.7599449628293139	0.9989220184727657
ZNF593	3.235383539549798	-4.4411002404945314	3.2421147642288233	-1.3698158650935053	0.17074438833453465	0.9989220184727657
SH3BGRL3	239.57028739630132	0.06366381384717099	0.23248992211502523	0.27383472482593496	0.7842116366452218	0.9989220184727657
UBXN11	21.794277672901643	1.5520197989349191	0.8009232378098697	1.937788449213845	0.05264903756856159	0.9989220184727657
CD52	32.683847111106424	-0.5075472091548083	0.6680521433471985	-0.7597419066898002	0.4474088739420304	0.9989220184727657
ZNF683	1.4925035553816461	3.0639235265586033	4.451411767285643	0.6883037756866301	0.4912615045494472	0.9989220184727657
DHDDS	1.3653319239647428	1.531075822676821	4.63204000784726	0.33054028464412777	0.740991758721588	0.9989220184727657
HMGN2	33.38991697553772	-0.6434835121872556	0.6657180497573478	-0.9666006688894846	0.3337437000940591	0.9989220184727657
ARID1A	7.240240624315068	-0.3689792819475106	1.5708496975744701	-0.2348915255974184	0.8142929271748989	0.9989220184727657
ZDHHC18	1.901753455977142	-0.8838605951052894	3.6420435191664837	-0.24268260125226873	0.8082512867814986	0.9989220184727657
GPN2	2.893868423634334	2.2137812014600766	2.770155594831826	0.7991541000766326	0.424201063100554	0.9989220184727657
NUDC	18.27321329997451	0.13585773231511264	0.8909897204518282	0.1524795732168695	0.8788087002570312	0.9989220184727657
